조건,다음날상승확률(%),발생횟수,기준선대비(%p),평균수익(%)
"3%상승 + 갭상승2 + 이격+5",52.6,114,1.5,0.56
"3%상승 + 양봉2 + 이격+10",52.6,114,1.5,0.14
"5%상승 + 고변동5 + 이격+5",52.6,114,1.5,0.34
"RSI과매수80 + 갭상승1 + 양봉2",52.6,57,1.5,0.21
"RSI과매수80 + 고변동5 + 종가상승2",52.6,57,1.5,0.17
"갭상승2 + 고변동5 + 종가상승2",52.6,76,1.5,0.32
"20고점 + 3일+10% + 이격+10",52.6,57,1.5,0.86
"7%상승 + 고변동5 + 종가상승3",52.6,38,1.5,0.58
"5_10하향 + 음봉2 + 종가하락2",52.6,57,1.5,0.13
"60위 + 음봉1 + 종가하락3",52.6,114,1.5,0.26
"5_20상향 + 60아래 + 양봉1",52.6,38,1.5,-0.39
"60위 + 거래량절반 + 양봉1",52.6,38,1.5,0.41
"갭하락1 + 음봉2 + 종가하락4",52.6,38,1.5,-0.08
"20아래 + 고변동5 + 음봉1",52.6,363,1.5,0.20
"20위 + 3일+10%",52.6,192,1.5,0.84
"20위 + RSI과매수70 + 종가상승2",52.6,327,1.5,0.56
"RSI과매수70 + 종가상승2",52.6,327,1.5,0.56
"60아래 + 이격-5 + 종가하락2",52.6,310,1.5,0.21
"RSI과매수70 + 갭상승1 + 종가상승3",52.6,97,1.5,0.45
"20아래 + 음봉3 + 이격-10",52.6,97,1.5,-0.36
"음봉1 + 음봉3 + 이격-10",52.6,97,1.5,-0.36
"음봉2 + 음봉3 + 이격-10",52.6,97,1.5,-0.36
"음봉3 + 이격-10",52.6,97,1.5,-0.36
"음봉3 + 이격-10 + 이격-5",52.6,97,1.5,-0.36
"20아래 + 3%하락 + 7%하락",52.6,78,1.5,0.78
"20아래 + 5%하락 + 7%하락",52.6,78,1.5,0.78
"20아래 + 7%하락",52.6,78,1.5,0.78
"60위 + 거래량2 + 고변동5",52.6,78,1.5,1.04
"3%상승 + 3일+10% + 양봉2",52.6,78,1.5,0.45
"60위 + RSI과매수80 + 음봉1",52.6,78,1.5,0.19
"갭상승1 + 이격+5 + 종가상승2",52.6,215,1.5,0.52
"거래량1.5 + 고변동5",52.6,274,1.5,0.58
"갭상승1 + 종가상승2 + 종가상승3",52.6,196,1.5,0.49
"갭상승1 + 종가상승3",52.6,196,1.5,0.49
"3%상승 + RSI과매수70 + 양봉1",52.5,177,1.4,0.54
"갭상승1 + 고변동5 + 종가상승3",52.5,59,1.4,0.00
"갭하락1 + 갭하락2 + 양봉2",52.5,59,1.4,-0.31
"갭하락2 + 양봉1 + 양봉2",52.5,59,1.4,-0.31
"갭하락2 + 양봉2",52.5,59,1.4,-0.31
"20위 + 60아래 + 양봉1",52.5,276,1.4,0.18
"20아래 + 고변동5 + 음봉2",52.5,217,1.4,0.10
"60위 + 거래량절반",52.5,99,1.4,0.13
"갭하락1 + 음봉1 + 종가하락3",52.5,99,1.4,-0.03
"20아래 + 60위 + 종가상승2",52.5,80,1.4,-0.06
"5_20상향 + 음봉1",52.5,40,1.4,0.20
"20위 + 60위 + RSI과매수80",52.5,280,1.4,0.27
"60위 + RSI과매수70 + RSI과매수80",52.5,280,1.4,0.27
"60위 + RSI과매수80",52.5,280,1.4,0.27
"60위 + RSI과매수80 + 양봉1",52.5,200,1.4,0.29
"20위 + 갭하락2 + 이격+10",52.5,40,1.4,-0.07
"RSI과매수70 + 갭하락1 + 고변동5",52.5,40,1.4,0.40
"갭하락1 + 갭하락2 + 이격+10",52.5,40,1.4,-0.07
"갭하락2 + 이격+10",52.5,40,1.4,-0.07
"갭하락2 + 이격+10 + 이격+5",52.5,40,1.4,-0.07
"RSI과매수70 + 고변동5 + 양봉3",52.5,40,1.4,0.10
"RSI과매도30 + 이격-10 + 종가하락4",52.5,40,1.4,0.06
"고변동5 + 고변동8 + 음봉3",52.5,40,1.4,0.61
"고변동8 + 음봉1 + 음봉3",52.5,40,1.4,0.61
"고변동8 + 음봉2 + 음봉3",52.5,40,1.4,0.61
"고변동8 + 음봉3",52.5,40,1.4,0.61
"60아래 + 7%하락 + 이격-10",52.5,40,1.4,0.83
"20위 + 60아래 + 양봉4",52.5,40,1.4,0.34
"20저점 + 3%하락 + RSI과매도30",52.5,40,1.4,0.61
"20위 + 3%상승 + 종가상승2",52.5,261,1.4,0.48
"고변동5",52.5,1010,1.4,0.27
"3%상승 + 3일+10% + 60위",52.5,101,1.4,0.70
"3%하락 + 60아래 + 갭하락2",52.5,101,1.4,0.23
"3%상승 + 60위 + 종가상승3",52.5,122,1.4,0.43
"20아래 + 5_10하향 + 음봉2",52.5,61,1.4,0.10
"20위 + 5일+15% + 양봉1",52.5,122,1.4,0.43
"3일+10% + 5일+15% + 종가상승3",52.5,61,1.4,1.25
"3일-10% + 갭하락1 + 종가하락3",52.5,61,1.4,0.29
"5%하락 + 음봉1 + 이격-5",52.5,122,1.4,0.89
"양봉1 + 이격-5 + 종가하락2",52.5,61,1.4,0.22
"20아래 + 음봉2 + 이격-10",52.4,143,1.3,-0.23
"음봉1 + 음봉2 + 이격-10",52.4,143,1.3,-0.23
"음봉2 + 이격-10",52.4,143,1.3,-0.23
"음봉2 + 이격-10 + 이격-5",52.4,143,1.3,-0.23
"20아래 + 갭하락1 + 종가하락2",52.4,225,1.3,-0.03
"60위 + 갭상승2 + 이격+5",52.4,164,1.3,0.57
"RSI과매수70 + 양봉1 + 종가상승2",52.4,267,1.3,0.49
"갭하락1 + 양봉1 + 이격+5",52.4,103,1.3,0.11
"60위 + 음봉1 + 종가하락2",52.4,309,1.3,0.19
"RSI과매도30 + 음봉2 + 이격-10",52.4,103,1.3,-0.42
"20아래 + RSI과매도30 + 음봉1",52.4,248,1.3,0.21
"RSI과매도30 + 음봉1",52.4,248,1.3,0.21
"20위 + 갭상승1 + 종가상승2",52.4,290,1.3,0.41
"20아래 + 3%하락",52.4,395,1.3,0.50
"20위 + 3일+10% + 7%상승",52.4,63,1.3,0.63
"3%상승 + 3일+10% + RSI과매수80",52.4,42,1.3,0.50
"5일+15% + RSI과매수80 + 갭상승1",52.4,42,1.3,0.31
"5일+15% + 갭상승2 + 고변동5",52.4,42,1.3,0.29
"거래량1.5 + 고변동5 + 이격+5",52.4,126,1.3,0.61
"갭상승1 + 음봉2 + 이격+5",52.4,42,1.3,1.14
"20고점 + 20위 + 3일+10%",52.4,63,1.3,0.78
"20고점 + 3일+10%",52.4,63,1.3,0.78
"20고점 + 3일+10% + 이격+5",52.4,63,1.3,0.78
"60위 + 음봉3 + 종가하락3",52.4,84,1.3,0.13
"3일-10% + 고변동5 + 음봉3",52.4,63,1.3,0.39
"7%하락 + 갭하락1 + 거래량1.5",52.4,42,1.3,0.08
"7%하락 + 고변동5 + 이격-5",52.4,63,1.3,0.82
"20아래 + 거래량2 + 이격-5",52.4,42,1.3,1.37
"7%하락 + 음봉2 + 이격-5",52.4,42,1.3,0.97
"거래량1.5 + 거래량2 + 이격-5",52.4,42,1.3,1.37
"거래량2 + 이격-5",52.4,42,1.3,1.37
"20저점 + 고변동5 + 음봉1",52.4,63,1.3,0.76
"20저점 + 고변동5 + 이격-5",52.4,63,1.3,0.80
"갭하락2 + 음봉2 + 종가하락3",52.4,42,1.3,-0.03
"20고점 + 20위 + 3%상승",52.3,149,1.2,0.50
"20고점 + 3%상승",52.3,149,1.2,0.50
"20아래 + 60위 + 갭상승1",52.3,107,1.2,-0.01
"3%하락 + 60아래 + 고변동5",52.3,214,1.2,0.61
"20위 + 60아래",52.3,451,1.2,0.17
"5일+15% + 갭상승1 + 양봉1",52.3,65,1.2,0.20
"20고점 + 5%상승 + 60위",52.3,65,1.2,0.20
"20아래 + 갭하락2 + 음봉2",52.3,65,1.2,0.09
"RSI과매도30 + 양봉1 + 이격-10",52.3,65,1.2,0.71
"20저점 + RSI과매도30 + 음봉1",52.3,65,1.2,0.44
"20아래 + 종가하락2",52.3,610,1.2,0.11
"3일+10% + 양봉1 + 이격+10",52.3,109,1.2,0.64
"RSI과매수70 + 거래량1.5 + 이격+10",52.3,109,1.2,0.51
"갭상승1 + 음봉1 + 이격+5",52.3,153,1.2,0.57
"20위 + 갭상승2 + 종가상승2",52.3,132,1.2,0.52
"10일+20% + 7%상승 + 양봉1",52.3,44,1.2,0.19
"3%상승 + 3일+10%",52.3,132,1.2,0.85
"10일+20% + 50고점 + RSI과매수80",52.3,44,1.2,0.31
"20고점 + 3일+10% + 양봉2",52.3,44,1.2,0.92
"3일-10% + 갭하락1",52.3,88,1.2,0.34
"음봉2 + 이격-10 + 종가하락4",52.3,44,1.2,0.13
"20아래 + 7%하락 + 음봉2",52.3,44,1.2,1.14
"20아래 + 5_20하향 + 60위",52.3,44,1.2,0.80
"갭하락1 + 양봉1 + 이격-10",52.3,44,1.2,-0.25
"20위 + 60위 + 음봉2",52.3,266,1.2,0.25
"20위 + 5%상승 + 이격+10",52.3,111,1.2,0.43
"3%상승 + 5%상승 + 이격+10",52.3,111,1.2,0.43
"5%상승 + 이격+10",52.3,111,1.2,0.43
"5%상승 + 이격+10 + 이격+5",52.3,111,1.2,0.43
"20위 + 음봉1 + 음봉2",52.2,312,1.1,0.14
"20위 + 음봉2",52.2,312,1.1,0.14
"20아래 + 음봉1 + 이격-5",52.2,536,1.1,0.24
"음봉1 + 이격-5",52.2,536,1.1,0.24
"10일+20% + 5일+15% + RSI과매수80",52.2,67,1.1,0.80
"3일-10% + 갭하락1 + 음봉1",52.2,67,1.1,0.47
"60위 + 갭하락1 + 음봉2",52.2,67,1.1,0.21
"RSI과매도30 + 갭하락1 + 고변동5",52.2,67,1.1,0.13
"20아래 + 20저점 + RSI과매도30",52.2,67,1.1,0.47
"20저점 + RSI과매도30",52.2,67,1.1,0.47
"60위 + 갭상승1 + 종가상승3",52.2,157,1.1,0.30
"RSI과매도30 + 음봉1 + 종가하락3",52.2,90,1.1,-0.04
"50고점 + RSI과매수80 + 양봉1",52.2,90,1.1,0.27
"갭하락1 + 음봉3 + 종가하락2",52.2,90,1.1,0.08
"20위 + RSI과매수70 + 양봉1",52.2,475,1.1,0.55
"RSI과매수70 + 양봉1",52.2,475,1.1,0.55
"RSI과매수70 + 양봉2 + 종가상승3",52.2,136,1.1,0.36
"3%하락 + 5%하락 + 60아래",52.2,136,1.1,0.77
"5%하락 + 60아래",52.2,136,1.1,0.77
"20위 + 갭하락1 + 이격+5",52.2,159,1.1,0.16
"갭하락1 + 이격+5",52.2,159,1.1,0.16
"60위 + 갭하락1",52.2,343,1.1,0.09
"20아래 + 갭상승1",52.2,389,1.1,0.28
"20저점 + 이격-5 + 종가하락2",52.2,92,1.1,0.41
"3%상승 + 60위 + 종가상승2",52.2,230,1.1,0.35
"갭하락1 + 거래량1.5 + 양봉1",52.2,46,1.1,0.49
"3%상승 + 3일+10% + 7%상승",52.2,69,1.1,0.75
"3일+10% + 5%상승 + 7%상승",52.2,69,1.1,0.75
"3일+10% + 7%상승",52.2,69,1.1,0.75
"3일+10% + 갭상승2 + 거래량1.5",52.2,46,1.1,0.01
"갭상승1 + 양봉2 + 이격+10",52.2,92,1.1,0.15
"20위 + 3%하락 + 갭하락2",52.2,46,1.1,-0.11
"3%하락 + 5%하락 + 갭하락1",52.2,138,1.1,0.40
"5%하락 + 갭하락1",52.2,138,1.1,0.40
"갭하락1 + 고변동8 + 이격-5",52.2,46,1.1,0.57
"20아래 + 양봉1 + 이격-10",52.2,92,1.1,0.54
"양봉1 + 이격-10",52.2,92,1.1,0.54
"양봉1 + 이격-10 + 이격-5",52.2,92,1.1,0.54
"20저점 + RSI과매도30 + 음봉2",52.2,46,1.1,-0.22
"20위 + 60아래 + 음봉2",52.2,46,1.1,-0.52
"20아래 + 고변동5",52.2,531,1.1,0.29
"5%상승 + 60위 + 종가상승2",52.1,94,1.0,0.42
"20아래 + 60아래 + 갭상승1",52.1,282,1.0,0.39
"음봉1 + 종가상승2 + 종가상승3",52.1,94,1.0,0.51
"음봉1 + 종가상승3",52.1,94,1.0,0.51
"3일-10% + 음봉3 + 종가하락3",52.1,71,1.0,0.06
"음봉1",52.1,1944,1.0,0.19
"20아래 + 종가상승2",52.1,240,1.0,0.37
"3일+10% + RSI과매수80 + 종가상승2",52.1,48,1.0,0.86
"갭상승2 + 양봉2 + 이격+10",52.1,48,1.0,0.20
"갭하락1 + 고변동5 + 이격+10",52.1,48,1.0,0.46
"5일+15% + 양봉3 + 이격+5",52.1,48,1.0,0.43
"3일-10% + 갭하락1 + 음봉3",52.1,48,1.0,-0.09
"음봉1 + 이격-10 + 종가하락4",52.1,48,1.0,0.45
"60아래 + 갭상승1 + 이격-5",52.1,169,1.0,0.44
"RSI과매수70 + 이격+5 + 종가상승2",52.1,315,1.0,0.56
"5%상승 + 갭상승2 + 종가상승2",52.1,73,1.0,0.70
"20위 + 고변동5 + 양봉3",52.1,73,1.0,-0.16
"3일-10% + 음봉2 + 종가하락3",52.1,73,1.0,0.05
"3%상승 + 양봉1 + 종가상승2",52.0,296,0.9,0.41
"60아래 + 음봉3 + 이격-5",52.0,173,0.9,-0.07
"60아래 + 갭상승1 + 음봉1",52.0,223,0.9,0.05
"60위 + 거래량1.5",52.0,250,0.9,0.35
"10일+20% + 20위 + 7%상승",52.0,50,0.9,0.73
"10일+20% + 3%상승 + 7%상승",52.0,50,0.9,0.73
"10일+20% + 5%상승 + 7%상승",52.0,50,0.9,0.73
"10일+20% + 7%상승",52.0,50,0.9,0.73
"10일+20% + 7%상승 + 이격+5",52.0,50,0.9,0.73
"RSI과매수70 + 고변동8 + 이격+10",52.0,50,0.9,0.16
"50고점 + RSI과매수80 + 이격+10",52.0,75,0.9,0.33
"20위 + 5일+15% + 양봉3",52.0,50,0.9,0.37
"5일+15% + 양봉1 + 양봉3",52.0,50,0.9,0.37
"5일+15% + 양봉2 + 양봉3",52.0,50,0.9,0.37
"5일+15% + 양봉3",52.0,50,0.9,0.37
"60위 + 양봉3 + 이격+10",52.0,125,0.9,0.40
"20아래 + 60아래 + 고변동8",52.0,100,0.9,0.73
"20저점 + RSI과매도30 + 종가하락2",52.0,50,0.9,0.17
"60아래 + 갭상승1",52.0,377,0.9,0.37
"3%상승 + 양봉1 + 이격+5",52.0,302,0.9,0.41
"60아래 + RSI과매도30 + 이격-5",52.0,331,0.9,0.35
"60위 + RSI과매수70 + 종가상승2",52.0,306,0.9,0.48
"5%상승 + 양봉1 + 이격+10",52.0,102,0.9,0.14
"20고점 + 50고점 + 양봉1",52.0,204,0.9,0.44
"20위 + 50고점 + 양봉1",52.0,204,0.9,0.44
"50고점 + 60위 + 양봉1",52.0,204,0.9,0.44
"50고점 + 양봉1",52.0,204,0.9,0.44
"3%상승 + 양봉2 + 이격+5",52.0,179,0.9,0.15
"20아래 + 5_10하향 + 60아래",51.9,77,0.8,0.59
"5%상승 + 양봉1 + 종가상승2",51.9,129,0.8,0.35
"20고점 + 3%상승 + 3일+10%",51.9,52,0.8,0.50
"50고점 + RSI과매수70 + 양봉1",51.9,156,0.8,0.40
"50고점 + 양봉1 + 종가상승3",51.9,104,0.8,0.56
"3%상승 + 3일+10% + 양봉3",51.9,52,0.8,0.51
"60아래 + 갭상승2 + 종가상승2",51.9,52,0.8,1.08
"60아래 + 음봉2 + 이격-10",51.9,131,0.8,-0.21
"RSI과매수70 + 양봉1 + 이격+5",51.9,447,0.8,0.53
"60위 + 갭상승2 + 거래량1.5",51.9,79,0.8,0.29
"20아래 + 60아래 + 종가상승2",51.9,160,0.8,0.59
"20위 + 3일+10% + 60위",51.9,162,0.8,0.76
"갭하락1 + 음봉1 + 이격+5",51.9,54,0.8,0.24
"20고점 + 5%상승 + RSI과매수70",51.9,54,0.8,0.30
"20고점 + 60위 + RSI과매수80",51.9,108,0.8,0.20
"3%상승 + 50고점 + RSI과매수70",51.9,81,0.8,0.47
"3일-10% + 갭하락1 + 음봉2",51.9,54,0.8,0.16
"20아래 + 3%하락 + 음봉2",51.9,216,0.8,0.41
"갭하락2 + 음봉1 + 이격-5",51.9,81,0.8,0.36
"음봉1 + 음봉2 + 종가하락2",51.8,598,0.7,0.00
"음봉2 + 종가하락2",51.8,598,0.7,0.00
"3%하락 + 60아래 + 음봉2",51.8,164,0.7,0.39
"20아래 + RSI과매도30 + 이격-5",51.8,357,0.7,0.31
"RSI과매도30 + 이격-5",51.8,357,0.7,0.31
"10일+20% + 5일+15% + 거래량1.5",51.8,56,0.7,0.02
"60위 + 7%상승 + 갭상승2",51.8,56,0.7,0.86
"갭상승1 + 고변동5 + 이격+10",51.8,112,0.7,-0.14
"20고점 + 3%상승 + RSI과매수80",51.8,56,0.7,0.15
"60위 + 고변동5 + 양봉3",51.8,56,0.7,-0.25
"20고점 + RSI과매수70 + 이격+10",51.8,141,0.7,0.44
"5%상승 + RSI과매수70 + 이격+10",51.8,85,0.7,0.60
"50고점 + RSI과매수70 + 종가상승2",51.8,114,0.7,0.39
"5%상승 + 60위 + RSI과매수70",51.7,87,0.6,0.60
"갭상승1 + 갭상승2 + 고변동8",51.7,58,0.6,-0.11
"갭상승2 + 고변동5 + 고변동8",51.7,58,0.6,-0.11
"갭상승2 + 고변동8",51.7,58,0.6,-0.11
"60위 + 고변동5 + 음봉2",51.7,116,0.6,0.38
"고변동5 + 양봉1 + 양봉3",51.7,87,0.6,-0.01
"고변동5 + 양봉2 + 양봉3",51.7,87,0.6,-0.01
"고변동5 + 양봉3",51.7,87,0.6,-0.01
"RSI과매도30 + 이격-5 + 종가하락4",51.7,58,0.6,0.32
"20아래 + 60아래 + 고변동5",51.7,408,0.6,0.35
"20아래 + 60아래 + RSI과매도30",51.7,350,0.6,0.33
"60아래 + RSI과매도30",51.7,350,0.6,0.33
"20위 + 이격+5",51.7,1172,0.6,0.38
"이격+5",51.7,1172,0.6,0.38
"20고점 + 3%상승 + 이격+5",51.7,147,0.6,0.46
"갭상승1 + 갭상승2 + 종가상승2",51.7,178,0.6,0.57
"갭상승2 + 종가상승2",51.7,178,0.6,0.57
"60위 + RSI과매수80 + 고변동5",51.7,89,0.6,-0.13
"RSI과매수70 + 거래량1.5 + 고변동5",51.7,89,0.6,0.60
"갭하락1 + 음봉2 + 종가하락3",51.7,89,0.6,-0.07
"3%상승",51.7,625,0.6,0.41
"20위 + 5%상승 + 이격+5",51.7,149,0.6,0.42
"3%상승 + 5%상승 + 이격+5",51.7,149,0.6,0.42
"5%상승 + 이격+5",51.7,149,0.6,0.42
"20위 + 3일+10% + RSI과매수80",51.7,60,0.6,0.61
"3일+10% + 7%상승 + 이격+5",51.7,60,0.6,0.59
"3일+10% + RSI과매수70 + RSI과매수80",51.7,60,0.6,0.61
"3일+10% + RSI과매수80",51.7,60,0.6,0.61
"3일+10% + RSI과매수80 + 이격+10",51.7,60,0.6,0.61
"3일+10% + RSI과매수80 + 이격+5",51.7,60,0.6,0.61
"20저점 + 3%하락 + 고변동5",51.7,60,0.6,0.74
"20위 + 고변동5 + 양봉2",51.7,151,0.6,-0.02
"50고점 + 양봉1 + 종가상승2",51.7,151,0.6,0.43
"20아래 + 이격-5",51.6,819,0.5,0.34
"이격-5",51.6,819,0.5,0.34
"20위 + 3%상승 + 60아래",51.6,91,0.5,0.43
"5_10상향 + 양봉1",51.6,122,0.5,0.17
"3일+10% + 이격+5 + 종가상승2",51.6,122,0.5,0.85
"RSI과매도30 + 이격-5 + 종가하락2",51.6,153,0.5,0.05
"20위",51.6,2181,0.5,0.26
"갭상승1 + 양봉3 + 종가상승3",51.6,62,0.5,-0.04
"10일+20% + 3%상승 + 고변동8",51.6,31,0.5,0.26
"3%상승 + 5일+15% + 고변동8",51.6,31,0.5,0.31
"3일+10% + 60위 + 이격+5",51.6,155,0.5,0.82
"5%상승 + RSI과매수80 + 양봉2",51.6,31,0.5,0.11
"5일+15% + 고변동8 + 양봉1",51.6,31,0.5,0.31
"60위 + 고변동5 + 양봉2",51.6,124,0.5,-0.17
"RSI과매수80 + 거래량1.5 + 이격+10",51.6,62,0.5,0.12
"20고점 + 3일+10% + 양봉1",51.6,62,0.5,0.76
"5%상승 + 50고점 + 양봉2",51.6,31,0.5,-0.07
"RSI과매수80 + 고변동5 + 양봉3",51.6,31,0.5,-0.18
"고변동5 + 양봉3 + 이격+5",51.6,62,0.5,-0.15
"3%하락 + 고변동8 + 음봉3",51.6,31,0.5,0.54
"고변동8 + 음봉3 + 이격-10",51.6,31,0.5,0.39
"7%하락 + 갭하락2 + 고변동8",51.6,31,0.5,0.79
"60아래 + 갭하락2 + 음봉1",51.6,93,0.5,0.19
"20고점 + 거래량1.5 + 양봉1",51.6,62,0.5,0.10
"60아래 + 고변동5 + 양봉3",51.6,31,0.5,0.42
"3%상승 + 60아래 + 양봉3",51.6,31,0.5,0.88
"5%상승 + 양봉3 + 이격+10",51.6,31,0.5,-0.28
"3%상승 + 3일+10% + 60아래",51.6,31,0.5,1.31
"20위 + 이격+5 + 종가상승3",51.6,312,0.5,0.54
"이격+5 + 종가상승2 + 종가상승3",51.6,312,0.5,0.54
"이격+5 + 종가상승3",51.6,312,0.5,0.54
"20고점 + 양봉1 + 이격+10",51.6,157,0.5,0.45
"갭하락1 + 이격-5 + 종가하락2",51.6,157,0.5,0.06
"60위 + 갭상승2 + 종가상승2",51.6,126,0.5,0.36
"20위 + 60아래 + 갭상승1",51.6,95,0.5,0.30
"거래량1.5",51.6,413,0.5,0.39
"20아래 + 음봉1 + 종가하락2",51.6,512,0.5,0.10
"5일+15% + 양봉2 + 종가상승2",51.6,64,0.5,0.55
"3%하락 + RSI과매도30 + 갭하락1",51.6,64,0.5,0.22
"20저점 + 60아래 + RSI과매도30",51.6,64,0.5,0.44
"60위 + RSI과매수70 + 양봉1",51.6,450,0.5,0.50
"60위 + 종가상승2 + 종가상승3",51.5,388,0.4,0.23
"60위 + 종가상승3",51.5,388,0.4,0.23
"20아래 + 60위 + 음봉1",51.5,295,0.4,-0.00
"20위 + 거래량절반 + 음봉1",51.5,33,0.4,0.21
"3%상승 + 3일+10% + 고변동5",51.5,99,0.4,0.40
"3%상승 + 고변동5 + 이격+10",51.5,132,0.4,0.22
"3일+10% + 60위 + 갭상승1",51.5,99,0.4,0.34
"RSI과매수70 + 고변동5 + 양봉1",51.5,132,0.4,0.23
"20위 + 갭하락1 + 음봉2",51.5,33,0.4,-0.22
"20아래 + 7%하락 + 이격-5",51.5,66,0.4,0.70
"3%하락 + 7%하락 + 이격-5",51.5,66,0.4,0.70
"5%하락 + 7%하락 + 이격-5",51.5,66,0.4,0.70
"7%하락 + 이격-5",51.5,66,0.4,0.70
"3일-10% + 60아래 + 갭하락1",51.5,66,0.4,0.28
"갭하락1 + 고변동8 + 이격-10",51.5,33,0.4,0.92
"3%상승 + 60아래 + 양봉1",51.5,198,0.4,0.46
"5_10상향 + 양봉1 + 양봉2",51.5,66,0.4,0.07
"5_10상향 + 양봉2",51.5,66,0.4,0.07
"RSI과매도30 + 갭하락1 + 음봉3",51.5,33,0.4,0.05
"5%상승 + 갭상승1 + 양봉3",51.5,33,0.4,-0.01
"20아래 + 갭하락2 + 양봉2",51.5,33,0.4,-0.17
"3일+10% + 60위",51.5,167,0.4,0.78
"20고점 + RSI과매수70 + 종가상승3",51.5,101,0.4,0.61
"20위 + 3일+10% + 종가상승2",51.5,136,0.4,0.75
"RSI과매수80 + 고변동5 + 양봉1",51.5,68,0.4,0.09
"20위 + 갭상승1 + 이격+5",51.5,375,0.4,0.44
"갭상승1 + 이격+5",51.5,375,0.4,0.44
"20아래 + RSI과매도30",51.5,379,0.4,0.29
"RSI과매도30",51.5,379,0.4,0.29
"20위 + 60위",51.4,1730,0.3,0.28
"3일+10% + 60위 + 갭상승2",51.4,70,0.3,0.46
"5%상승 + RSI과매수80 + 갭상승1",51.4,35,0.3,0.50
"5%상승 + RSI과매수80 + 종가상승2",51.4,35,0.3,0.60
"60위 + 고변동8 + 종가상승2",51.4,35,0.3,0.68
"10일+20% + RSI과매수70 + 양봉4",51.4,35,0.3,-0.10
"RSI과매도30 + 음봉3 + 종가하락4",51.4,35,0.3,-0.20
"RSI과매도30 + 음봉4 + 이격-5",51.4,70,0.3,-0.31
"RSI과매도30 + 갭하락1 + 종가하락2",51.4,70,0.3,-0.18
"갭상승1 + 음봉1",51.4,498,0.3,0.20
"3%상승 + RSI과매수70 + 양봉2",51.4,107,0.3,0.33
"20고점 + 20위 + 50고점",51.4,214,0.3,0.40
"20고점 + 50고점",51.4,214,0.3,0.40
"20고점 + 50고점 + 60위",51.4,214,0.3,0.40
"20고점 + 50고점 + 종가상승3",51.4,107,0.3,0.53
"20위 + 50고점",51.4,214,0.3,0.40
"20위 + 50고점 + 60위",51.4,214,0.3,0.40
"20위 + 50고점 + 종가상승3",51.4,107,0.3,0.53
"50고점",51.4,214,0.3,0.40
"50고점 + 60위",51.4,214,0.3,0.40
"50고점 + 60위 + 종가상승3",51.4,107,0.3,0.53
"50고점 + 종가상승2 + 종가상승3",51.4,107,0.3,0.53
"50고점 + 종가상승3",51.4,107,0.3,0.53
"3%상승 + 60위 + 이격+5",51.4,286,0.3,0.48
"갭하락1 + 음봉1 + 종가하락2",51.4,179,0.3,-0.01
"20위 + 60위 + 종가상승3",51.4,360,0.3,0.28
"20아래 + RSI과매도30 + 음봉4",51.4,72,0.3,-0.29
"RSI과매도30 + 음봉1 + 음봉4",51.4,72,0.3,-0.29
"RSI과매도30 + 음봉2 + 음봉4",51.4,72,0.3,-0.29
"RSI과매도30 + 음봉3 + 음봉4",51.4,72,0.3,-0.29
"RSI과매도30 + 음봉4",51.4,72,0.3,-0.29
"RSI과매수80 + 양봉3 + 종가상승2",51.4,72,0.3,0.51
"RSI과매도30 + 갭하락1 + 음봉1",51.4,72,0.3,0.13
"20위 + 고변동5 + 종가상승2",51.4,181,0.3,0.17
"RSI과매도30 + 음봉2 + 종가하락2",51.4,109,0.3,-0.14
"20아래 + 60위 + 양봉2",51.4,74,0.3,-0.26
"3%상승 + 갭상승2 + 거래량1.5",51.4,74,0.3,0.39
"10일+20% + 5일+15% + 7%상승",51.4,37,0.3,0.69
"20위 + RSI과매수70 + 갭하락2",51.4,37,0.3,-0.17
"60위 + RSI과매수70 + 갭하락2",51.4,37,0.3,-0.17
"RSI과매수70 + 갭하락1 + 갭하락2",51.4,37,0.3,-0.17
"RSI과매수70 + 갭하락2",51.4,37,0.3,-0.17
"10일+20% + 20고점 + 고변동5",51.4,37,0.3,0.32
"20고점 + RSI과매수70 + 갭상승1",51.4,74,0.3,0.26
"3%상승 + 3일+10% + 50고점",51.4,37,0.3,0.47
"20위 + 5_10하향 + 음봉1",51.4,37,0.3,-0.17
"RSI과매도30 + 음봉2 + 이격-5",51.4,148,0.3,-0.09
"20아래 + 5%하락 + 갭하락1",51.4,111,0.3,0.42
"60아래 + 갭상승1 + 양봉1",51.3,150,0.2,0.80
"고변동5 + 고변동8",51.3,226,0.2,0.35
"고변동8",51.3,226,0.2,0.35
"갭상승1 + 고변동5 + 종가상승2",51.3,113,0.2,0.08
"50고점 + 양봉1 + 이격+5",51.3,191,0.2,0.44
"고변동5 + 종가상승2 + 종가상승3",51.3,115,0.2,0.26
"고변동5 + 종가상승3",51.3,115,0.2,0.26
"60아래 + 거래량1.5 + 고변동5",51.3,115,0.2,0.60
"60아래 + 음봉1 + 이격-5",51.3,462,0.2,0.24
"고변동5 + 양봉1 + 이격+10",51.3,154,0.2,0.12
"20고점 + 50고점 + 종가상승2",51.3,154,0.2,0.41
"20위 + 50고점 + 종가상승2",51.3,154,0.2,0.41
"50고점 + 60위 + 종가상승2",51.3,154,0.2,0.41
"50고점 + 종가상승2",51.3,154,0.2,0.41
"3%상승 + 갭상승1",51.3,347,0.2,0.40
"60위 + 종가상승2",51.3,702,0.2,0.20
